text,label,technique
"Person1: Sure, like this low-grade shit here, some girl in a fight with her boyfriend... it's a test-pattern. Nothing happens.  I'm snorin'.
Person2: Hey, you're always saying, 'Bring me real life.  Bring me street life. And, like, one man's mundane and desperate existence is another man's Technicolor.'
Person1: I said that?  Look, I'll take it for five, and you'll make out okay, because in this case it's pure cream, you don't have to cut anything back to the wearer.
Person2: Ha! That's for certain.
Person1: What else you got?",0,
"Person1: Toby Tucker, it don't matter to me if you beat him all up and knock out all his teeth and he's just drooling and bleeding all over hisself, 'cause we love each other and we gonna run off, and I'm gonna have his love child.
Person2: Will you shut up!",0,
"Person1: If it please Your Honor, we hope to settle this matter.
Person2: By God you will settle it! If you force this case to trial, young man, you'll regret it for the rest of your natural-born days... Now, Joseph. What would you require to settle this matter today?
Person1: Reinstatement at full salary. Back pay covering the period of unemployment and...
Person2: Hold it, Joe.  He wants to come back to work, Chuck.",0,
"Person1: Calm down. Tell me what's wrong.
Person2: Something awful happened last night.
Person1: What do you mean?!
Person2: I... I don't think you want to know.
Person1: Cecile, you have to tell me.
Person2: It involves your brother. He... took advantage of me.
Person1: Does your mother know?
Person2: If she knew, she'd kill me. It happened at your house last night.
Person1: Why didn't you do something?
Person2: I don't know.
Person1: So, let me get this straight. You came over to our house late last night and he forced intercourse on you.
Person2: Well... not exactly.
Person1: He made you give him a blow job.
Person2: No.
Person1: Well what then?",1,denial
"Person1: I want you to listen to me, carefully.  The minute the implications of this message became clear, this stopped being simply a scientific matter and became a political one -- an extremely complex, extremely volatile one. There are forces at work here you don't understand; I can help you up to a point, but only up to a point.
Person2: Are you threatening me?
Person1: It's not a threat, Ellie, it's a fact -- if you're not careful, you may find yourself out in the cold very quickly.  Play ball.  Really. It's good advice.",1,persuasion or seduction
"Person1: Yes, sir. But that's what I like about her. She's not like all the other girls at school.
Person2: Charles, in spite of your adolescent infatuation with music, we've always regarded you a a fine young man. We've trusted you with our daughter.
Person1: Yes, sir. Trust is a twoway street. In the past two years I've been pleased to note that you and Mrs. Kelcher have, uh, fulfilled your sacred trust of being good parents to the, uh, woman I plan to take off your hands.",0,
"Person1: Here's your carrots. You're in such a hurry. You can't wait.
Person2: No, I can't wait. You know when I wait? When it's important to wait. It's not important to wait for no steak. It's important to wait for Reeves to leave the ring. It ain't important to wait for no steak! I won that fight. So, I stayed in the ring, and that way I made sure everybody knew it. I shoulda knocked him out earlier, sonofabitch.",0,
"Person1: He wants us to follow.  The little boy...
Person2: Little boy?!  That's him!
Person1: He brought you to me, didn't he?  If you want Julia to live, trust me.  Trust him.",1,intimidation
"Person1: I was sorry to hear about your wife.
Person2: Yes ... I got the money.
Person1: The President would like to know if that was the last payment.
Person2: I'll bet he would.
Person1: Is it?
Person2: In Richard Nixon's long history of underhanded dealings, he has never gotten better value for his money.  If I were to open my mouth, all the dominoes would fall.",1,intimidation
"Person1: I noticed you seemed distant at the meeting. Is everything okay?
Person2: It's just some personal stuff.
Person1: Do you want to share? Maybe I can help.
Person2: It's not important. I'll handle it. Thanks for asking though.
Person1: Alright, but remember you can always talk to me.",0,
"Person1: Thank you...
Person2: Not so fast, Richard.  Starting now, there's gonna be an across the board cost a living increase.
Person1: What?
Person2: A year ago, I come in here on credit card fraud, but after I handled that boastful coward on the yard the other day, my Dunn & Broadstreet, has gone way up.
Person1: I think it's Dunn & Bradstreet.  But then, I could be wrong...
Person2: Whoever.  The point is, prices are goin' up, too.  Better get your little black book out, Richard.  We got some business to talk about.",1,
"Person1: Everything's going exactly as we planned.
Person2: Not quite. You haven't announced our engagement yet.
Person1: It must have slipped my mind.
Person2: Your mind is so slippery.
Person1: Don't worry, Pootchkie. My womanizing days are over. You're my Lady Macbeth, my Imelda... my Nicole.  We're such an incredible team. Who could possibly stop us?",1,persuasion or seduction
"Person1: What are you talking about?
Person2: Don't sweet lip me.
Person1: I don't understand where this personal attack is coming from...
Person2: You're a liar. I want to know what happened in Vegas.
Person1: Nothing happened in Vegas.
Person2: I don't want to hear it from the liar. Stick a plug in it Boyd. Fisher? What happened in Vegas?",1,accusation
"Person1: It really hurt when you laughed about my presentation in front of everyone.
Person2: I already apologized. Why do you keep bringing it up?
Person1: Because it feels like your apology wasn't genuine.
Person2: I can't help it if you can't accept my apology. Maybe you're the one with the issue.
Person1: All I want is to feel respected and valued.
Person2: And all I hear is you holding onto the past.",1,"feigning innocence,playing victim role"
"Person1: Friends call me Otis - sometimes Tricky Otis.
Person2: Otis was outraged when I told him Van Cleve was going to fire you. Tell him not to pay any attention to anything you-know-who says about you-know-what.  Right, Otis?
Person1: Right!",0,
"Person1: For God's sake, will you please go now?  We gave you every nickel we got.
Person2: You're goin' outside with me.  If there's no cops around, we just split.  Otherwise, you go with us.",0,
"Person1: Some part of you suspects -- even if you don't know for sure -- that what I'm saying is true.
Person2: I don't know how you know about Eugene, but these ideas are part of your delusions.
Person1: NO! They're not my delusions! Look, just leave my business with Becker to me!",1,
"Person1: Looks like we got a couple of live ones. How long these boys in for?
Person2: Judge gave 'em the long ride.
Person1: Life, huh? They step outta line again, we'll shorten up that sentence real fast.",0,
"Person1: I tell you he hasn't and he wouldn't dare use it if he had.
Person2: Why?
Person1: Because he drove Jessica insane -- deliberately -- coldly!",0,
"Person1: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
Person2: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
Person1: I have just come from the palace. The post has been filled.
Person2: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
Person1: My dear Mozart, there is no one in the world I would rather help, but now it is too late.
Person2: Whom did they choose?
Person1: Herr Sommer.
Person2: Sommer? Herr Sommer? But the man's a fool! He's a total mediocrity.
Person1: No, no, no. He has yet to achieve mediocrity.
Person2: But I can't lose this post, I simply can't! Excellency, please. Let's go to the palace, and you can explain to the Emperor that Herr Sommer is an awful choice. He could actually do musical harm to the Princess!
Person1: An implausible idea. Between you and me, no one in the world could do musical harm to the Princess Elizabeth.",1,persuasion or seduction
